@relation 'dataset_pangoa_nosupervisado'

@attribute tipo_contribuyente {'Persona juridica','Persona natural'}
@attribute monto_impuesto numeric
@attribute monto_pagado numeric
@attribute deuda_acumulada numeric
@attribute anios_moroso numeric
@attribute frecuencia_pago {'Con retraso','Nunca paga'}
@attribute meses_retraso_promedio numeric
@attribute num_notificaciones numeric
@attribute respondio_notificacion {Si,No}
@attribute fraccionamiento {No,Si}

@data
'Persona natural',878.62,0,233.15,1,'Nunca paga',3.5,1,No,No
'Persona natural',876.83,0,232.7,1,'Nunca paga',0,1,No,No
'Persona natural',876.32,0,232.56,1,'Nunca paga',0,1,No,No
'Persona natural',876.15,0,232.52,1,'Nunca paga',3.5,1,No,No
'Persona natural',875.37,0,232.33,1,'Nunca paga',3.5,1,No,No
'Persona natural',874.22,0,232.04,1,'Nunca paga',0,1,No,No
'Persona natural',873.23,0,231.78,1,'Nunca paga',3.5,1,No,No
'Persona natural',872.82,0,231.68,1,'Nunca paga',3.5,1,No,No
'Persona natural',870,0,230.96,1,'Nunca paga',3.5,1,No,No
'Persona natural',868.93,0,230.69,1,'Nunca paga',3.4,1,No,No
'Persona natural',867.87,0,230.42,1,'Nunca paga',3.4,1,No,No
'Persona natural',866.79,226.7,0,0,'Con retraso',0,1,Si,No
'Persona natural',866.39,0,230.04,1,'Nunca paga',0,1,No,No
'Persona natural',864.66,0,229.61,1,'Nunca paga',3.4,1,No,No
'Persona natural',864.56,0,229.58,1,'Nunca paga',3.4,1,No,No
'Persona natural',862.66,0,229.1,1,'Nunca paga',3.4,1,No,No
'Persona natural',860.5,0,228.55,1,'Nunca paga',0,1,No,No
'Persona natural',860.17,0,228.47,1,'Nunca paga',0,1,No,No
'Persona natural',858.63,0,228.07,1,'Nunca paga',0,0,No,No
'Persona natural',858.32,224.58,0,0,'Con retraso',0,1,Si,No
'Persona natural',856.76,0,227.6,1,'Nunca paga',3.4,1,No,No
'Persona natural',855.07,0,227.17,1,'Nunca paga',3.4,1,No,No
'Persona natural',847.44,0,225.23,1,'Nunca paga',3.4,1,No,No
'Persona natural',845.51,0,224.74,1,'Nunca paga',3.4,1,No,No
'Persona natural',843.76,0,224.29,1,'Nunca paga',3.4,1,No,No
'Persona natural',842.8,0,224.05,1,'Nunca paga',3.4,1,No,No
'Persona natural',841.45,0,223.71,1,'Nunca paga',3.3,1,No,No
'Persona natural',841.2,0,223.64,1,'Nunca paga',3.3,1,No,No
'Persona natural',840.17,220.05,0,0,'Con retraso',0,1,Si,No
'Persona natural',834.93,0,222.06,1,'Nunca paga',3.3,1,No,No
'Persona natural',834.36,0,221.91,1,'Nunca paga',3.3,1,No,No
'Persona juridica',833.64,0,221.72,1,'Nunca paga',0,0,No,No
'Persona natural',832.14,0,221.35,1,'Nunca paga',3.3,1,No,No
'Persona natural',828.8,0,220.49,1,'Nunca paga',3.3,1,No,No
'Persona natural',825.07,0,219.55,1,'Nunca paga',3.3,1,No,No
'Persona natural',823.83,0,219.23,1,'Nunca paga',3.3,1,No,No
'Persona natural',822.27,0,218.84,1,'Nunca paga',3.3,1,No,No
'Persona natural',821.25,0,218.58,1,'Nunca paga',0,1,No,No
'Persona natural',818.67,0,217.92,1,'Nunca paga',3.2,1,No,No
'Persona natural',815.04,0,217,1,'Nunca paga',0,1,No,No
'Persona natural',814.6,0,216.89,1,'Nunca paga',3.2,1,No,No
'Persona natural',813.71,213.43,0,0,'Con retraso',0,1,Si,No
'Persona natural',812.94,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',811.89,0,216.21,1,'Nunca paga',3.2,1,No,No
'Persona natural',811.37,0,216.08,1,'Nunca paga',3.2,1,No,No
'Persona natural',810.67,0,215.89,1,'Nunca paga',3.2,1,No,No
'Persona natural',809.19,0,215.52,1,'Nunca paga',3.2,1,No,No
'Persona natural',807.25,0,215.03,1,'Nunca paga',0,1,No,No
'Persona natural',806.68,211.67,0,0,'Con retraso',0,1,Si,No
'Persona natural',805.05,0,214.47,1,'Nunca paga',3.2,1,No,No
'Persona natural',803.98,0,214.2,1,'Nunca paga',0,1,No,No
'Persona natural',801.82,0,213.65,1,'Nunca paga',3.2,1,No,No
'Persona natural',797.99,0,212.67,1,'Nunca paga',3.2,1,No,No
'Persona natural',796.17,0,212.21,1,'Nunca paga',3.2,1,No,No
'Persona natural',796.13,0,212.2,1,'Nunca paga',3.2,1,No,No
'Persona natural',787.02,0,209.89,1,'Nunca paga',0,1,No,No
'Persona natural',784.3,0,209.2,1,'Nunca paga',3.1,1,No,No
'Persona natural',780.19,205.05,0,0,'Con retraso',0,1,Si,No
'Persona natural',776.82,0,207.3,1,'Nunca paga',3.1,1,No,No
'Persona natural',772.01,0,206.08,1,'Nunca paga',3.1,1,No,No
'Persona natural',771.02,0,205.82,1,'Nunca paga',3.1,1,No,No
'Persona natural',767.56,0,204.94,1,'Nunca paga',0,0,No,No
'Persona natural',766.24,0,204.61,1,'Nunca paga',3,1,No,No
'Persona juridica',764.7,0,204.22,1,'Nunca paga',0,0,No,No
'Persona natural',764.24,0,204.1,1,'Nunca paga',3,1,No,No
'Persona natural',762.46,0,203.65,1,'Nunca paga',3,1,No,No
'Persona natural',761.62,0,203.44,1,'Nunca paga',0,1,No,No
'Persona natural',761.4,0,203.38,1,'Nunca paga',3,1,No,No
'Persona natural',759.57,0,202.92,1,'Nunca paga',3,1,No,No
'Persona natural',759.27,0,202.84,1,'Nunca paga',3,1,No,No
'Persona natural',758.36,0,202.6,1,'Nunca paga',3,1,No,No
'Persona natural',757.21,0,202.32,1,'Nunca paga',3,1,No,No
'Persona natural',753.94,0,201.49,1,'Nunca paga',3,1,No,No
'Persona natural',751.92,0,200.97,1,'Nunca paga',3,1,No,No
'Persona natural',750.48,0,200.6,1,'Nunca paga',3,1,No,No
'Persona natural',750.4,0,200.58,1,'Nunca paga',3,1,No,No
'Persona natural',748.05,0,199.99,1,'Nunca paga',3,1,No,No
'Persona natural',745.98,0,199.47,1,'Nunca paga',0,0,No,No
'Persona natural',745.29,0,199.29,1,'Nunca paga',3,1,No,No
'Persona natural',744.71,0,199.14,1,'Nunca paga',3,1,No,No
'Persona natural',743.43,0,198.82,1,'Nunca paga',3,1,No,No
'Persona natural',742.93,0,198.69,1,'Nunca paga',3,1,No,No
'Persona natural',741.83,0,198.41,1,'Nunca paga',3,1,No,No
'Persona natural',739.78,0,197.89,1,'Nunca paga',2.9,1,No,No
'Persona natural',739.23,0,197.75,1,'Nunca paga',0,1,No,No
'Persona natural',739.16,194.79,0,0,'Con retraso',0,1,Si,No
'Persona natural',737.45,0,197.3,1,'Nunca paga',2.9,1,No,No
'Persona natural',734.69,0,196.6,1,'Nunca paga',2.9,1,No,No
'Persona natural',733.95,0,196.41,1,'Nunca paga',2.9,1,No,No
'Persona natural',733.34,0,196.26,1,'Nunca paga',0,1,No,No
'Persona natural',732.96,0,196.15,1,'Nunca paga',2.9,1,No,No
'Persona natural',729,0,195.15,1,'Nunca paga',2.9,1,No,No
'Persona natural',728.92,0,195.13,1,'Nunca paga',0,1,No,No
'Persona natural',728.25,0,194.96,1,'Nunca paga',2.9,1,No,No
'Persona natural',726.22,0,194.45,1,'Nunca paga',0,1,No,No
'Persona natural',723.36,0,193.72,1,'Nunca paga',0,0,No,No
'Persona natural',718.31,0,192.44,1,'Nunca paga',0,1,No,No
'Persona natural',716.76,0,192.04,1,'Nunca paga',2.8,1,No,No
'Persona natural',713.85,0,191.31,1,'Nunca paga',0,1,No,No
'Persona natural',713.59,0,191.24,1,'Nunca paga',2.8,1,No,No
'Persona natural',713.5,0,191.22,1,'Nunca paga',2.8,1,No,No
'Persona natural',713.22,0,191.15,1,'Nunca paga',2.8,1,No,No
'Persona natural',712.87,188.22,0,0,'Con retraso',0,1,Si,No
'Persona natural',712.74,0,191.02,1,'Nunca paga',2.8,1,No,No
'Persona natural',712.4,0,190.93,1,'Nunca paga',2.8,1,No,No
'Persona natural',711.17,0,190.63,1,'Nunca paga',2.8,1,No,No
'Persona natural',709.34,0,190.16,1,'Nunca paga',0,1,No,No
'Persona natural',708.79,0,180.02,1,'Nunca paga',2.8,0,No,No
'Persona natural',708.32,0,189.9,1,'Nunca paga',2.8,1,No,No
'Persona natural',706.85,0,189.53,1,'Nunca paga',2.8,1,No,No
'Persona natural',704.84,0,189.01,1,'Nunca paga',2.8,1,No,No
'Persona natural',702.26,0,188.36,1,'Nunca paga',0,1,No,No
'Persona natural',699.77,0,187.73,1,'Nunca paga',2.8,1,No,No
'Persona natural',698.85,0,187.5,1,'Nunca paga',2.8,1,No,No
'Persona natural',697.62,0,187.18,1,'Nunca paga',2.8,1,No,No
'Persona natural',696.95,0,187.01,1,'Nunca paga',2.8,1,No,No
'Persona natural',696.95,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',694.71,0,186.44,1,'Nunca paga',2.8,1,No,No
'Persona natural',694.51,0,186.39,1,'Nunca paga',2.8,1,No,No
'Persona natural',691.34,182.84,0,0,'Con retraso',0,1,Si,No
'Persona natural',690.66,0,185.42,1,'Nunca paga',2.8,1,No,No
'Persona natural',688.49,0,184.87,1,'Nunca paga',2.7,1,No,No
'Persona natural',687.93,0,184.72,1,'Nunca paga',0,0,No,No
'Persona natural',687.62,0,184.64,1,'Nunca paga',2.7,1,No,No
'Persona natural',682.28,0,183.28,1,'Nunca paga',2.7,1,No,No
'Persona natural',682.25,0,183.28,1,'Nunca paga',0,1,No,No
'Persona natural',680.96,0,182.95,1,'Nunca paga',0,1,No,No
'Persona natural',680.2,0,182.75,1,'Nunca paga',2.7,1,No,No
'Persona juridica',676.91,0,181.92,1,'Nunca paga',0,0,No,No
'Persona natural',676.91,0,181.92,1,'Nunca paga',2.7,1,No,No
'Persona natural',675.85,0,0,0,'Nunca paga',2.7,0,No,No
'Persona natural',675.45,0,181.56,1,'Nunca paga',2.7,1,No,No
'Persona natural',673.7,0,181.11,1,'Nunca paga',0,1,No,No
'Persona natural',671.1,0,180.45,1,'Nunca paga',0,1,No,No
'Persona natural',668.3,177.08,0,0,'Con retraso',0,1,Si,No
'Persona natural',668.08,0,179.68,1,'Nunca paga',2.7,1,No,No
'Persona natural',667.69,0,179.58,1,'Nunca paga',2.6,1,No,No
'Persona natural',667.27,0,179.47,1,'Nunca paga',0,1,No,No
'Persona natural',662.42,0,178.24,1,'Nunca paga',2.6,1,No,No
'Persona natural',662.41,0,178.24,1,'Nunca paga',2.6,1,No,No
'Persona natural',660.81,0,177.84,1,'Nunca paga',2.6,1,No,No
'Persona natural',660,0,177.62,1,'Nunca paga',2.6,1,No,No
'Persona natural',658.87,0,0,0,'Nunca paga',2.6,0,No,No
'Persona natural',658.81,0,177.33,1,'Nunca paga',2.6,1,No,No
'Persona natural',657.5,0,176.99,1,'Nunca paga',2.6,1,No,No
'Persona natural',656.99,174.25,0,0,'Con retraso',0,1,Si,No
'Persona natural',656.43,0,176.72,1,'Nunca paga',0,0,No,No
'Persona natural',656.17,0,176.66,1,'Nunca paga',2.6,1,No,No
'Persona natural',655.09,0,176.38,1,'Nunca paga',2.6,1,No,No
'Persona natural',653.76,0,176.04,1,'Nunca paga',2.6,1,No,No
'Persona natural',653.68,0,176.02,1,'Nunca paga',2.6,1,No,No
'Persona natural',653.19,180.31,0,0,'Con retraso',0,1,Si,No
'Persona natural',651.31,0,175.42,1,'Nunca paga',0,1,No,No
'Persona natural',651.28,172.82,0,0,'Con retraso',0,1,Si,No
'Persona natural',649.5,0,174.96,1,'Nunca paga',2.6,1,No,No
'Persona natural',647.75,0,174.51,1,'Nunca paga',2.6,1,No,No
'Persona natural',647.69,0,174.5,1,'Nunca paga',2.6,1,No,No
'Persona natural',646.77,171.7,0,0,'Con retraso',0,1,Si,No
'Persona natural',646.7,0,174.25,1,'Nunca paga',0,1,No,No
'Persona natural',644.55,0,173.7,1,'Nunca paga',2.6,1,No,No
'Persona natural',641.54,0,172.94,1,'Nunca paga',0,1,No,No
'Persona natural',641.51,0,172.93,1,'Nunca paga',0,1,No,No
'Persona natural',639.95,0,172.53,1,'Nunca paga',2.5,1,No,No
'Persona natural',638.86,0,172.26,1,'Nunca paga',2.5,1,No,No
'Persona natural',638.72,169.68,0,0,'Con retraso',0,1,Si,No
'Persona natural',637.14,0,171.82,1,'Nunca paga',2.5,1,No,No
'Persona natural',633.09,0,170.8,1,'Nunca paga',2.5,1,No,No
'Persona natural',632.07,0,170.53,1,'Nunca paga',2.5,1,No,No
'Persona natural',631.42,0,170.37,1,'Nunca paga',0,1,No,No
'Persona natural',631.2,0,170.31,1,'Nunca paga',0,1,No,No
'Persona natural',631.05,0,170.28,1,'Nunca paga',2.5,1,No,No
'Persona natural',630.92,167.73,0,0,'Con retraso',0,1,Si,No
'Persona natural',625.2,0,168.79,1,'Nunca paga',0,1,No,No
'Persona natural',620.71,0,167.65,1,'Nunca paga',2.5,1,No,No
'Persona natural',619.71,0,167.39,1,'Nunca paga',0,1,No,No
'Persona natural',617.88,0,166.93,1,'Nunca paga',2.5,1,No,No
'Persona natural',615.29,0,166.28,1,'Nunca paga',2.4,1,No,No
'Persona natural',614.91,153.73,0,0,'Con retraso',0,0,Si,No
'Persona natural',614.67,0,166.11,1,'Nunca paga',2.4,1,No,No
'Persona natural',612.11,0,165.46,1,'Nunca paga',2.4,1,No,No
'Persona natural',608.05,0,164.44,1,'Nunca paga',0,1,No,No
'Persona natural',607.67,0,164.34,1,'Nunca paga',0,1,No,No
'Persona juridica',607.17,0,164.21,1,'Nunca paga',0,0,No,No
'Persona natural',606.71,0,164.09,1,'Nunca paga',2.4,1,No,No
'Persona natural',606.08,163.25,0,0,'Con retraso',0,1,Si,No
'Persona natural',605.49,0,163.79,1,'Nunca paga',2.4,1,No,No
'Persona natural',605.36,0,163.75,1,'Nunca paga',2.4,1,No,No
'Persona natural',603.4,0,0,0,'Nunca paga',2.4,0,No,No
'Persona natural',602.97,0,163.15,1,'Nunca paga',0,1,No,No
'Persona natural',602.79,0,163.1,1,'Nunca paga',2.4,1,No,No
'Persona natural',602.14,0,162.93,1,'Nunca paga',2.4,1,No,No
'Persona natural',601.07,0,162.66,1,'Nunca paga',0,1,No,No
'Persona natural',600.84,0,162.6,1,'Nunca paga',2.4,1,No,No
'Persona natural',600.81,0,162.6,1,'Nunca paga',0,1,No,No
'Persona natural',599.41,0,162.24,1,'Nunca paga',2.4,1,No,No
'Persona natural',599.06,159.77,0,0,'Con retraso',0,1,Si,No
'Persona natural',598.93,0,162.12,1,'Nunca paga',2.4,1,No,No
'Persona natural',596.38,0,161.47,1,'Nunca paga',2.4,1,No,No
'Persona natural',595.96,0,161.36,1,'Nunca paga',2.4,1,No,No
'Persona natural',595.21,0,161.18,1,'Nunca paga',2.4,1,No,No
'Persona natural',594.97,0,161.12,1,'Nunca paga',2.4,1,No,No
'Persona natural',592.32,0,160.43,1,'Nunca paga',0,1,No,No
'Persona natural',592.28,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',590.67,0,160.02,1,'Nunca paga',2.4,1,No,No
'Persona natural',590.11,0,159.88,1,'Nunca paga',2.4,1,No,No
'Persona natural',589.71,0,159.77,1,'Nunca paga',0,1,No,No
'Persona natural',588.44,157.11,0,0,'Con retraso',0,1,Si,No
'Persona natural',588.42,0,159.45,1,'Nunca paga',0,1,No,No
'Persona natural',587.84,0,159.3,1,'Nunca paga',2.3,1,No,No
'Persona natural',587.84,0,159.3,1,'Nunca paga',0,1,No,No
'Persona natural',585.41,0,158.69,1,'Nunca paga',2.3,1,No,No
'Persona natural',585.34,0,158.67,1,'Nunca paga',0,1,No,No
'Persona natural',584,0,158.32,1,'Nunca paga',0,1,No,No
'Persona natural',581.77,0,157.76,1,'Nunca paga',2.3,1,No,No
'Persona natural',579.83,0,157.26,1,'Nunca paga',2.3,1,No,No
'Persona natural',579.34,0,157.14,1,'Nunca paga',2.3,1,No,No
'Persona natural',578.89,0,157.03,1,'Nunca paga',2.3,1,No,No
'Persona natural',577.21,0,156.6,1,'Nunca paga',2.3,1,No,No
'Persona natural',576.97,0,156.54,1,'Nunca paga',2.3,1,No,No
'Persona natural',576.74,0,156.48,1,'Nunca paga',2.3,1,No,No
'Persona natural',575.54,153.89,0,0,'Con retraso',0,1,Si,No
'Persona natural',574.86,0,156.01,1,'Nunca paga',0,0,No,No
'Persona natural',570.83,152.71,0,0,'Con retraso',0,1,Si,No
'Persona natural',570.08,0,154.79,1,'Nunca paga',2.3,1,No,No
'Persona natural',569.85,0,154.74,1,'Nunca paga',2.3,1,No,No
'Persona natural',568.07,0,154.28,1,'Nunca paga',2.3,1,No,No
'Persona natural',567.32,0,154.09,1,'Nunca paga',2.3,1,No,No
'Persona natural',566.45,0,153.87,1,'Nunca paga',2.2,1,No,No
'Persona natural',566.36,0,153.84,1,'Nunca paga',2.2,1,No,No
'Persona natural',565.99,0,153.75,1,'Nunca paga',2.2,1,No,No
'Persona natural',565.71,0,153.68,1,'Nunca paga',0,1,No,No
'Persona natural',565.63,0,153.66,1,'Nunca paga',0,1,No,No
'Persona natural',565.58,0,153.65,1,'Nunca paga',0,0,No,No
'Persona natural',565.22,0,153.56,1,'Nunca paga',2.2,1,No,No
'Persona natural',564.63,0,153.4,1,'Nunca paga',2.2,1,No,No
'Persona natural',564.27,0,153.31,1,'Nunca paga',2.2,1,No,No
'Persona natural',564.23,151.06,0,0,'Con retraso',0,1,Si,No
'Persona natural',563.65,150.92,0,0,'Con retraso',0,1,Si,No
'Persona natural',562.08,0,152.75,1,'Nunca paga',0,1,No,No
'Persona natural',560.3,150.08,0,0,'Con retraso',0,1,Si,No
'Persona natural',560.08,0,152.25,1,'Nunca paga',2.2,1,No,No
'Persona natural',558.76,0,151.91,1,'Nunca paga',0,1,No,No
'Persona natural',557.96,0,151.71,1,'Nunca paga',0,1,No,No
'Persona natural',557.74,0,151.66,1,'Nunca paga',2.2,1,No,No
'Persona natural',557.63,0,151.63,1,'Nunca paga',2.2,1,No,No
'Persona natural',557.25,0,0,0,'Nunca paga',2.2,0,No,No
'Persona natural',555.31,0,151.04,1,'Nunca paga',0,1,No,No
'Persona natural',553.59,148.4,0,0,'Con retraso',0,1,Si,No
'Persona natural',552.47,0,150.32,1,'Nunca paga',2.2,1,No,No
'Persona natural',551.72,147.93,0,0,'Con retraso',0,1,Si,No
'Persona natural',549.74,0,149.63,1,'Nunca paga',0,1,No,No
'Persona natural',548.69,147.18,0,0,'Con retraso',0,1,Si,No
'Persona natural',545.51,0,148.55,1,'Nunca paga',0,0,No,No
'Persona natural',545.26,0,148.49,1,'Nunca paga',0,1,No,No
'Persona natural',543.6,0,148.06,1,'Nunca paga',2.2,1,No,No
'Persona natural',539.03,0,146.9,1,'Nunca paga',2.1,1,No,No
'Persona natural',537.84,144.46,0,0,'Con retraso',0,1,Si,No
'Persona natural',537.18,144.3,0,0,'Con retraso',0,1,Si,No
'Persona natural',535.57,0,146.03,1,'Nunca paga',2.1,1,No,No
'Persona juridica',535.42,0,145.99,1,'Nunca paga',0,0,No,No
'Persona natural',534.63,0,145.79,1,'Nunca paga',2.1,1,No,No
'Persona natural',532.49,0,145.25,1,'Nunca paga',0,1,No,No
'Persona natural',528.1,0,144.13,1,'Nunca paga',2.1,1,No,No
'Persona natural',528.05,142.02,0,0,'Con retraso',0,1,Si,No
'Persona natural',527.91,0,144.08,1,'Nunca paga',2.1,1,No,No
'Persona natural',525.98,0,143.59,1,'Nunca paga',2.1,1,No,No
'Persona natural',525.15,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',524.61,0,143.25,1,'Nunca paga',2.1,1,No,No
'Persona natural',524.19,0,143.13,1,'Nunca paga',0,1,No,No
'Persona natural',523.65,130.92,0,0,'Con retraso',0,0,Si,No
'Persona natural',522.15,0,142.62,1,'Nunca paga',2.1,1,No,No
'Persona natural',521.56,140.39,0,0,'Con retraso',0,1,Si,No
'Persona natural',521.45,140.37,0,0,'Con retraso',0,1,Si,No
'Persona natural',521.37,0,142.42,1,'Nunca paga',0,1,No,No
'Persona natural',519.16,0,141.85,1,'Nunca paga',2.1,1,No,No
'Persona natural',518.79,0,141.76,1,'Nunca paga',0,1,No,No
'Persona natural',518.22,0,141.62,1,'Nunca paga',2.1,1,No,No
'Persona natural',517.99,0,141.56,1,'Nunca paga',2.1,1,No,No
'Persona natural',516.46,0,141.17,1,'Nunca paga',2,1,No,No
'Persona natural',516.09,0,141.08,1,'Nunca paga',2,1,No,No
'Persona natural',515.98,139,0,0,'Con retraso',0,1,Si,No
'Persona natural',515.79,0,141,1,'Nunca paga',2,1,No,No
'Persona natural',513.72,0,140.47,1,'Nunca paga',2,1,No,No
'Persona natural',513.21,138.31,0,0,'Con retraso',0,1,Si,No
'Persona natural',510.64,0,139.69,1,'Nunca paga',0,1,No,No
'Persona natural',510.4,0,139.63,1,'Nunca paga',2,1,No,No
'Persona natural',510.05,0,139.55,1,'Nunca paga',2,1,No,No
'Persona natural',509.84,0,139.49,1,'Nunca paga',2,1,No,No
'Persona natural',509.41,0,139.39,1,'Nunca paga',0,1,No,No
'Persona natural',508.02,0,139.03,1,'Nunca paga',2,1,No,No
'Persona natural',507.55,0,138.91,1,'Nunca paga',2,1,No,No
'Persona natural',507.19,0,138.82,1,'Nunca paga',0,1,No,No
'Persona natural',506.45,0,138.63,1,'Nunca paga',2,1,No,No
'Persona natural',506.28,0,138.58,1,'Nunca paga',2,1,No,No
'Persona natural',503.31,0,137.83,1,'Nunca paga',0,1,No,No
'Persona natural',502.05,0,137.52,1,'Nunca paga',0,1,No,No
'Persona natural',500.69,0,137.17,1,'Nunca paga',0,1,No,No
'Persona natural',499.36,0,136.82,1,'Nunca paga',2,1,No,No
'Persona natural',498.32,0,136.56,1,'Nunca paga',2,1,No,No
'Persona natural',497.58,134.4,0,0,'Con retraso',0,1,Si,No
'Persona natural',495.73,0,135.91,1,'Nunca paga',2,1,No,No
'Persona natural',494.57,133.65,0,0,'Con retraso',0,1,Si,No
'Persona natural',492.9,0,135.19,1,'Nunca paga',2,1,No,No
'Persona natural',492.85,0,135.18,1,'Nunca paga',2,1,No,No
'Persona natural',491.97,0,134.96,1,'Nunca paga',2,1,No,No
'Persona natural',490.29,0,134.53,1,'Nunca paga',2,1,No,No
'Persona natural',490.02,122.51,0,0,'Con retraso',0,0,Si,No
'Persona natural',489.43,0,134.31,1,'Nunca paga',0,1,No,No
'Persona natural',489.24,132.31,0,0,'Con retraso',0,1,Si,No
'Persona natural',487.36,0,133.78,1,'Nunca paga',1.9,1,No,No
'Persona natural',487.24,0,133.75,1,'Nunca paga',1.9,1,No,No
'Persona natural',482.58,0,132.57,1,'Nunca paga',0,1,No,No
'Persona natural',481.42,0,132.27,1,'Nunca paga',1.9,1,No,No
'Persona natural',480.01,130.01,0,0,'Con retraso',0,1,Si,No
'Persona natural',479.8,129.95,0,0,'Con retraso',0,1,Si,No
'Persona juridica',477.85,0,131.37,1,'Nunca paga',0,0,No,No
'Persona natural',477.4,0,131.25,1,'Nunca paga',0,1,No,No
'Persona natural',477.01,0,131.16,1,'Nunca paga',0,1,No,No
'Persona natural',474.54,0,130.53,1,'Nunca paga',0,1,No,No
'Persona natural',471.6,0,129.77,1,'Nunca paga',1.9,1,No,No
'Persona natural',470.57,0,129.52,1,'Nunca paga',1.9,1,No,No
'Persona natural',469.08,0,129.13,1,'Nunca paga',1.9,1,No,No
'Persona natural',469.05,0,129.13,1,'Nunca paga',1.9,1,No,No
'Persona natural',468.98,0,129.11,1,'Nunca paga',1.9,1,No,No
'Persona natural',468.66,127.17,0,0,'Con retraso',0,1,Si,No
'Persona natural',468.61,0,129.02,1,'Nunca paga',1.9,1,No,No
'Persona natural',467.76,0,128.8,1,'Nunca paga',1.9,1,No,No
'Persona natural',467.53,0,128.75,1,'Nunca paga',1.9,1,No,No
'Persona natural',466.55,0,128.49,1,'Nunca paga',1.8,1,No,No
'Persona natural',466.21,0,128.41,1,'Nunca paga',1.8,1,No,No
'Persona natural',465.13,0,128.14,1,'Nunca paga',1.8,1,No,No
'Persona natural',464.84,0,128.06,1,'Nunca paga',1.8,1,No,No
'Persona natural',464.24,0,127.91,1,'Nunca paga',0,1,No,No
'Persona natural',463.96,0,127.83,1,'Nunca paga',1.8,1,No,No
'Persona natural',462.97,0,127.59,1,'Nunca paga',0,1,No,No
'Persona natural',462.48,0,127.46,1,'Nunca paga',0,1,No,No
'Persona natural',459,0,126.57,1,'Nunca paga',0,1,No,No
'Persona natural',457.77,0,126.27,1,'Nunca paga',1.8,1,No,No
'Persona natural',457.75,124.44,0,0,'Con retraso',0,1,Si,No
'Persona natural',457.47,0,126.19,1,'Nunca paga',1.8,1,No,No
'Persona natural',456.44,0,125.92,1,'Nunca paga',1.8,1,No,No
'Persona natural',455.37,123.85,0,0,'Con retraso',0,1,Si,No
'Persona natural',454.06,0,125.32,1,'Nunca paga',1.8,1,No,No
'Persona natural',453.98,0,125.3,1,'Nunca paga',0,1,No,No
'Persona natural',453.54,0,125.19,1,'Nunca paga',1.8,1,No,No
'Persona natural',453.45,123.37,0,0,'Con retraso',0,1,Si,No
'Persona natural',451.29,122.83,0,0,'Con retraso',0,1,Si,No
'Persona juridica',450.96,122.74,0,0,'Con retraso',0,0,Si,No
'Persona natural',450.33,0,124.38,1,'Nunca paga',1.8,1,No,No
'Persona natural',450.26,0,124.36,1,'Nunca paga',0,1,No,No
'Persona natural',450.14,0,124.33,1,'Nunca paga',1.8,1,No,No
'Persona natural',449.41,0,124.15,1,'Nunca paga',1.8,1,No,No
'Persona natural',446.66,0,123.45,1,'Nunca paga',1.8,1,No,No
'Persona natural',445.68,0,123.19,1,'Nunca paga',1.8,1,No,No
'Persona natural',445.09,0,0,0,'Nunca paga',0,0,No,No
'Persona natural',444.54,121.14,0,0,'Con retraso',0,1,Si,No
'Persona natural',444.2,121.05,0,0,'Con retraso',0,1,Si,No
'Persona natural',443.66,0,122.68,1,'Nunca paga',0,0,No,No
'Persona natural',442.44,0,122.37,1,'Nunca paga',1.8,1,No,No
'Persona natural',441.76,120.44,0,0,'Con retraso',0,1,Si,No
'Persona natural',441.01,0,122.01,1,'Nunca paga',1.8,1,No,No
'Persona natural',440.52,0,121.88,1,'Nunca paga',1.8,1,No,No
'Persona natural',440.17,0,121.8,1,'Nunca paga',0,1,No,No
'Persona natural',439.99,0,121.75,1,'Nunca paga',1.8,1,No,No
'Persona natural',439.6,0,121.65,1,'Nunca paga',1.8,1,No,No
'Persona natural',438.65,0,121.41,1,'Nunca paga',0,1,No,No
'Persona natural',437.9,0,121.22,1,'Nunca paga',0,0,No,No
